park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Porteau Cove Park,south,15887,20765.2,31116.6,53089.9,59593.2,60710.7,45112.6,75072.1,47857.3,35147.4,24168.7,18408,15107.9,19794,28833,47133.5,5913.6,55861.3,36428.1,41805.1,51118.2,30594,19289.9,19551.7,0,0,0,35105.5,45821.1,43413,69373.9,144180.2,57125.9,31703.1,21738.6,19541.5,20655.8,21898.9,37341.5,33648,46526,104920.8,82061,77188.4,50020.5,40197,23751,20923.4,34236.2,27216.2,37144.3,36843.2,44724.5,57940,77053.8,70132.4,63743.4,34272.6,22166.7,24499.8,24499.8,30995.1,37991.8,45229,42417.4,68676.4,78011.4,81834.6,54957.6,42535.3,29150.2,25475.7,28010,31490.7,43679.4,51556.5,60046.7,62969.9,81188.7,87361,62233.8,35583.1,28564.5,23367.5,28734.9,31664,33686.6,43274.5,60309.9,61817.9,91559,83579.3,63559,46464.2,24759.7,27603.4,24602.2,30660,53594,47736.1,73803.2,68648.7,90533.4,81108.4,61323.1,48372.4,31215.4,28397.2,30411.7,31596.6,53875,45931.9,60930.1,71388.4,81054.2,85387,66168.7,50356,33818,1289.6
Premier Lake Park,ok,0,0,0,6672.5,14786.3,11092,22558.7,26209.5,10697.3,1044.9,0,0,0,0,0,6442.1,17009.6,10843.2,27545.1,37964.1,4304.7,900,0,0,0,0,0,54.4,3589,8964.2,20294.2,6707.9,5042.3,0,0,0,0,0,0,89.6,5973.7,7599.3,16139.5,15776.7,4065.9,0,0,0,0,0,0,0,12681.8,14715.2,31115.1,36530.3,4938.2,0,0,0,0,0,0,8477.4,12511.9,5899.5,21497.6,7942.1,4106.6,0,0,0,0,0,0,515.2,7510.5,4298.6,23317.4,11993.4,4525.1,0,0,0,0,0,0,0,10658.3,10658.8,18979,10754,4706.9,0,0,0,0,0,0,0,5391.5,9333.6,18524.6,13324.1,4473.1,0,0,0,0,0,0,0,5406.1,10106.8,20452.6,11011.9,4385,0,0,0
Princess Louisa Marine Park,south,0,0,0,0,163.2,0,4128,3404.8,4025.6,2316.8,0,0,0,0,0,6.4,3212.8,6828.8,11177.6,10646.4,60.8,0,0,0,0,0,0,0,1187.2,665.6,899.2,12524.8,2332.8,0,0,0,0,0,0,0,2432,1510.4,1542.4,2790.4,1200,0,0,0,0,0,0,0,627.2,838.4,2473.6,2361.6,1856,0,0,0,0,0,0,0,627.2,1017.6,1836.8,1388.8,870.4,0,0,0,0,0,0,0,1024,1116.8,2048,1897.6,947.2,0,0,0,0,0,0,0,694.4,1571.2,2019.2,2604.8,924.8,0,0,0,0,0,0,0,886.4,1632,2585.6,2134.4,1449.6,0,0,0,0,0,0,0,876.8,2406.4,2454.4,2476.8,857.6,0,0,0
Prudhomme Lake Park,north,0,0,0,0,2819.3,5444.8,6720.7,5723.7,1847.7,0,0,0,0,0,0,0,2213.3,4415.7,4481,1718.1,671.9,0,0,0,0,0,0,0,1449.4,1904.8,4126.4,2751.4,1842.5,0,0,0,0,0,0,0,3040.1,4524.7,4553.6,3685.9,1900.9,0,0,0,0,0,0,0,1682.9,8371.6,8520.5,784,667.9,0,0,0,0,0,0,0,2136.2,4230.2,10014.9,7738.9,1876.3,0,0,0,0,0,0,0,2427.3,5515.4,7517.6,7516,1747.1,0,0,0,0,0,0,0,1613.5,4497.9,4203.4,2580.2,2010.7,0,0,0,0,0,0,0,3574.6,4800.7,7614.9,7801,2475.9,0,0,0,0,0,0,0,3673.8,2977.3,5843.8,5536.6,1963.5,0,0,0
Puntchesakut Lake Park,tc,0,0,0,0,0,2604,3265.5,2030,283.5,0,0,0,0,0,0,0,488,1158.5,1368,2562,892.5,0,0,0,0,0,0,0,255.5,1246,3531.5,2677.5,423.5,0,0,0,0,0,0,0,413,1281,3405.5,2450,696.5,0,0,0,0,0,0,0,374.5,1533,3549,2625,997.5,0,0,0,0,0,0,0,0,1708,2733.5,1554,868,0,0,0,0,0,0,0,346.5,1781.5,2023,2222.5,759.5,0,0,0,0,0,0,0,1498,2334.5,1106,0,0,0,0,0,0,0,0,0,1494.5,1942.5,1953,2135,812,0,0,0,0,0,0,0,1113,2019.5,1694,2180.5,787.5,0,0,0
Purcell Wilderness Conservancy Park,ok,0,0,0,0,0,1365,1882,2182.5,1596.5,7,0,0,0,0,0,0,298,424,867,1047,638,186,0,0,0,0,0,0,271,104,242,418,408,114,0,0,0,0,0,0,292,293,206,403,503,138,0,0,0,0,0,0,99,307,744,658,417,278,0,0,0,0,0,0,290,294,371,485,250,211,0,0,0,0,0,0,288,447,778,966,481,193,0,0,0,0,0,0,329,366,712,762,370,232,0,0,0,0,0,0,406,417,776,753,301,269,0,0,0,0,0,0,363,562,1030,991,510,243,0,0
Purden Lake Park,north,0,0,0,0,5129.4,6728,18791.3,10056.3,3484.1,0,0,0,0,0,0,0,3470.3,5319.2,8147.2,11140.3,3593.7,0,0,0,0,0,0,0,3448.4,5608.5,18106.8,17331.2,2612.7,0,0,0,0,0,0,0,2624.3,8666.5,15072.6,15103.6,2664.3,0,0,0,0,0,0,0,3194.4,15472.3,16762.7,14773,3416.9,0,0,0,0,0,0,0,8617.9,10633.2,18608,10088.7,3591.5,0,0,0,0,0,0,0,4262.1,8200.3,16256,13292.2,3438,0,0,0,0,0,0,0,6135.3,8692.8,16353.4,16803.2,4562.2,0,0,0,0,0,0,0,5430.1,18769.3,28332.5,36144.9,7864.4,0,0,0,0,0,0,0,3952.6,9380.2,7418.3,7333.2,3011.3,0,0,0
Pure Lake Park,west,602,1050,2317,2278.5,476,3920,5544,5642,1942.5,1508.5,1813,1603,675.5,784,0,248.5,556.5,3724,5127.5,5047,3321.5,3321.5,0,1284.5,0,2194.5,889,903,854,3566.5,4795,5316.5,2467.5,2926,1582,315,0,0,0,0,864.5,4931.5,6622,4490.5,3402,2667,1274,1330,196,0,0,966,710.5,4053,5512.5,4655,175,3052,4203.5,1372,532,77,0,0,0,5169.5,3706.5,3360,2733.5,1795.5,1848,3066,490,3195.5,3745,3762.5,5138,5169.5,7745.5,7756,4900,3412.5,2621.5,819,1830.5,2359,441,1414,1743,337,596,1386,323,136,62,142,56,87,378,1212,1494,490,1328,1042,275,104,42,86,64,119,173,175,527,603,987,1308,491,152,0,0
Raft Cove Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rathtrevor Beach Park,west,16307.8,15544.8,24967.5,26768.8,34139.4,49360.3,93745.3,90253.2,35138.5,9788.7,13373.6,15605.4,15556.6,15686.4,25207.9,25230.9,40621.5,58330.8,84548,107169.2,50322.2,23391,18023.9,18937.8,21502.9,24360,25053.3,34043.5,42869.9,49001.3,103781.6,115024.3,53838,27581.1,21197.1,18085.7,20883.5,27070.8,40938.1,36856.3,15483.9,19467.5,105123.9,102837.8,57572.5,33344.4,25149,10277.8,27116.7,20965,35008.2,42206.4,49410.7,77882.6,76440.5,77372.5,60909.5,33367.2,27317.5,27007.6,20281.8,10612.1,43118.4,47409.8,61357.4,87429.6,105989,100283.7,63005.3,36630.4,25290.6,22201.9,31997.2,34785.3,55330.8,48670.4,66953.1,69522.7,108885.5,120697.8,67597.6,39065.8,26713,25845.8,34816.7,36573.7,46460.6,93270.3,76967.3,130155.1,101610.4,132951.5,75135.4,43807.2,29599.1,31486,27770.3,40476.3,52982.2,51171.8,73894.3,85848.7,134167.1,124702,72475.4,47676.5,34256.2,30658.6,21792.1,8534.7,35288.6,35548.2,73755,98168.2,119611.6,122335.2,70156.6,44261.7,35375.6,9.6
Rearguard Falls Park,north,0,0,0,0,3528,8939,14399,18599,12106.5,0,0,0,0,0,0,0,0,1193.5,26922,18711,14287,0,0,0,0,0,0,0,392,9929.5,12813.5,18511.5,11844,0,0,0,0,0,0,0,4704,10311,12565,18536,13303.5,0,0,0,0,0,0,0,3104.5,10199,12173,27163.5,14595,0,0,0,0,0,0,0,4312,11830,16390.5,28703.5,10878,0,0,0,0,0,0,0,4896.5,14049,17682,25725,12926,0,0,0,0,0,0,0,4104,12026,15415,27197,12800,0,0,0,0,0,0,0,4437,12635,16496,27209,12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Spit Marine Park,west,7402.5,6972,7070,10545.5,13750.8,16155.6,32074.3,29997.4,14868,9439.5,6580,5992,8417.5,7115.5,8207.5,17983,12035.1,15215.1,25220.4,31962.3,12640.4,9922.5,8316,7402.5,6170.5,7850.5,9768.5,10535,21788.7,14277.9,28989,31699.1,17682.2,10172.1,8043,8183,7903,4868.5,10678.5,10300.5,13723.1,10212.9,29285.9,32127.3,16586.8,11133.5,9604,6744.5,8592.5,7717.5,9446.5,12617.5,15299,18475.6,28296,32457.2,18129.7,10126.9,9562,9817.5,8113,8134,10773,12841.5,19880.2,24915.8,28168.5,30920.7,18420.5,11057.9,9397.5,7017.5,9747.5,9786,12439,12799.5,18753.3,17673,19123.2,19625.6,17522.6,11123,9401,8473.5,9285.5,8116.5,10342.5,9214,17662.2,19103.2,32155.6,33219.6,21857.4,12096,9467.5,9485,10181.5,11053,13121.5,14248.5,19630.5,14265.3,35683.2,33907.7,16181.3,14931,10853.5,10976,11389,10006.5,15179.5,15414,21535.3,22708.1,34773.3,34693.1,16214.8,12960.5,10069.5,0
Red Bluff Park,north,0,0,0,0,1060.2,2322.4,4196.6,6225.8,1119,0,0,0,0,0,0,0,156.8,1929.3,2267.1,2140.8,281.6,0,0,0,0,0,0,0,86.4,1992.3,1752.2,2537.6,1629.1,0,0,0,0,0,0,0,864.5,409.6,505.6,1088,478.4,0,0,0,0,0,0,0,1085.6,3306.2,576,8341.3,0,0,0,0,0,0,0,0,1739,2206.4,3702.6,7432.8,1127.2,0,0,0,0,0,0,0,1931.5,2862.5,4550.6,9272.9,887.4,0,0,0,0,0,0,0,1811.3,1733.4,2861.4,3545.5,1145.7,0,0,0,0,0,0,0,1859.5,2267.5,4384.3,6672.1,1136.3,0,0,0,0,0,0,0,1295,1987.7,3149,4147.4,784.7,0,0,0
Roberts Creek Park,south,4924.5,4564,5302.5,3160.5,3451,4705.7,8833.5,6859.1,2728,2268,1792,2394,1834,2030,2495.5,3150,3195.5,4311.2,10064.6,7605.4,4097,4308,2016,2250,2075,2019,2488,2810.5,968,1169.6,6846.2,6129.8,7402.9,6216,3857,4189.5,4697,3433.5,5841.5,5624.5,3323,11666.4,5656.8,15355.2,6060.7,5239.5,4098.5,2945,5190.5,5771.5,5516,5257,220.5,6171.5,15873.1,8186.5,8766.4,2520,2530.5,1655.5,1995,1183,171.5,381.5,556.5,5954.3,8311.4,5916.1,8589.2,5915,5064.5,2012.5,1844.5,2793,2866.5,3972.5,15408.5,8365.4,15343.8,12257.2,17419.8,9716,7126,3654,3941,3871,3563,4280.5,12696.8,16838.4,18859.2,14136.2,16635.4,8204,5572,3423,4522,4207,4053,4382,8971.5,15681.1,18948.8,17246.2,16119.4,8141,6853,3178,3934,3913,3535,3426.5,9287,16546,17984.6,15279.5,15088.4,6685,0,0
Roberts Memorial Park,west,1596,2037,2096.5,2492,2005.5,2989,4427.5,3234,2880.5,2177,1536.5,1281,1851.5,1739.5,1610,759.5,2278.5,2779,3647,7924,2936.5,2152.5,1389.5,1137.5,1389.5,1690.5,1886.5,1172.5,780.5,714,1099,3258.5,1694,1876,1421,1967,1414,1120,2373,5421.5,3349.5,2733.5,3479,4340,2740.5,1606.5,1449,1463,1550.5,1592.5,2145.5,945,5659.5,3066,1897,10832.5,2457,1876,1942.5,1228.5,2810.5,2366,2646,4161.5,4175.5,1792,4900,4935,2296,3412.5,2422,2149,1354.5,994,2656.5,3409,4154.5,4165,5575.5,5551,3972.5,3150,2800,1431.5,1617,1155,3101,3962,8361.5,4046,4686.5,7105,2908.5,2814,2387,1603,126,1505,3920,2873.5,9593.5,4683,12040,6069,3202.5,2740.5,5075,2051,2716,2268,2495.5,4340,3958.5,6846,4966.5,5796,2131.5,2793,5036.5,0
Roche Lake Park,tc,0,0,0,0,3676.8,4640,2582.4,1443.2,1712,0,0,0,0,0,0,0,2851.2,4281.6,2633.6,1721.6,1913.6,0,0,0,0,0,0,0,4499.2,4521.6,2300.8,1923.2,2460.8,448,0,0,0,0,0,41.6,4236.8,4265.6,2096,1785.6,2035.2,713.6,0,0,0,0,0,0,2921.6,2278.4,998.4,899.2,931.2,32,0,0,0,0,0,0,2940.8,3280,1622.4,1193.6,1731.2,563.2,0,0,0,0,0,211.2,4054.4,3724.8,2112,1414.4,2566.4,448,0,0,0,0,0,0,4460.8,3833.6,1382.4,960,2707.2,566.4,0,0,0,0,0,0,5027.2,4108.8,1500.8,1036.8,1644.8,339.2,0,0,0,0,0,0,5123.2,3433.6,1318.4,1356.8,1584,288,0,0
Roderick Haig-Brown Park,tc,0,0,0,0,4370.5,5393.5,10975,9652,36126.5,75869.5,0,0,0,0,0,0,4042,5022,7657,8228.5,11273,16009,0,0,0,0,0,0,1743,3649.5,6444,11463,15744.5,11641,0,0,0,0,0,0,6412,6893,13512,10027,13900.5,13326,0,0,0,0,0,0,1578.5,2982,5435.5,2646,12313,58674,0,0,0,0,0,0,5568.5,5796,6541.5,9972,12104,20511.5,891,0,0,0,0,0,3027.5,4753,7787.5,9891,2957.5,9884,0,0,0,0,0,0,4623.5,6499.5,6489,8683.5,11270,28982,0,0,0,0,0,0,4560.5,5873,6939,7028,21623,19083,0,0,0,0,0,0,4767,5533.5,8197,6356,9786,0,0,0
Rolley Lake Park,south,0,0,0,8415.1,8186.5,14082.6,27716.2,20311.8,8083.6,2659.6,0,0,0,0,0,7309.3,10994.6,15015.7,23131.7,26549,13113.4,2122.7,0,0,0,0,0,8303.1,13223.9,13028.9,31135.5,29833.8,14614.5,3570.7,0,0,0,0,2752.3,8146.3,14920.4,19356.1,34960,23788.5,11922.8,5093,0,0,0,0,0,1276.8,2656,18074.3,30321.4,26846.9,16292.4,3646.5,0,0,0,0,0,11615.5,20308.9,28532.1,29423.8,24481.5,11584.7,4094.8,0,0,0,0,0,14097.4,18752.9,17921.1,26135.9,31111.6,13322.5,3233.2,0,0,0,0,162.3,10853.9,19524.7,20221.6,33672.6,28325.3,17745.3,4205.5,0,0,0,0,820.3,11706.8,20004,13169.8,46513.9,26809.3,13603.4,3356.9,0,0,0,0,0,14135.7,21318.7,23055.6,32336.5,33231.1,15450.5,6046.9,0,0
Rosebery Park,ok,0,0,0,0,1641.9,1786.3,6773.1,6537.2,1768.8,0,0,0,0,0,0,0,1630.1,1815.3,4553.6,6929.9,2145,0,0,0,0,0,0,0,637.6,1673.6,4716.6,5896,2100.2,0,0,0,0,0,0,0,985.6,2150.1,5459,7812.9,1737,0,0,0,0,0,0,0,272,1114.1,5085.7,6458,2108.3,0,0,0,0,0,0,0,2544.5,3075.6,5139.8,7217.6,2027.7,0,0,0,0,0,0,0,1804,2892.3,7523.5,8688.5,2929.7,0,0,0,0,0,0,0,2101.5,3221.6,7502.3,7526.2,1817.4,0,0,0,0,0,0,0,2851,4088.4,9741.9,8954.5,4653.1,0,0,0,0,0,0,0,3280.6,4869.3,9230.7,11325.8,3059.6,0,0,0
Rosewall Creek Park,west,1442,1774.5,2422,2975,2782.5,3003,5999,4487,2947,2352,1862,1757,1680,1893.5,4315.5,1876,2996,3573.5,4266.5,4571,3384.5,2887.5,2873.5,1673,1963.5,1956.5,2436,3167.5,3720.5,4025,5740,5631.5,4074,4385.5,1732.5,1827,2187.5,2712.5,6191.5,11284,5831,3682,7794.5,3437,3769.5,5614,2520,3524.5,2845.5,1858.5,2485,3720.5,6121.5,3965.5,5187,5607,4217.5,3269,2737,2247,2880.5,2572.5,2863,3857,4823,10073,5208,5411,3832.5,2691.5,2481.5,2450,2299.5,2380,2401,4165,4532.5,4588.5,5575.5,7325.5,4693.5,3062.5,2037,696.5,1218,1522.5,3790.5,7654.5,4830,6902,7885.5,9443,5519.5,3279.5,2418.5,1624,2411.5,2156,3017,4634,6251,5229,7455,7276.5,5488,4200,4487,1029,2929.5,2492,6307,3388,3500,5456.5,6972,5670,2338,4130,4095,0
Ross Lake Park,north,0,0,0,0,1564.5,4081,5530,5526.5,2226,0,0,0,0,0,0,0,1575,3902.5,4403,3248,2100,0,0,0,0,0,0,0,1484,4053,6412,6632.5,3535,0,0,0,0,0,0,0,973,2098,2929.5,5456.5,2236.5,0,0,0,0,0,0,0,1575,2362.5,4532.5,6475,385,0,0,0,0,0,0,0,1344,2824.5,4623.5,6188,2051,0,0,0,0,0,0,0,1298.5,2415,4028.5,6041,1557.5,0,0,0,0,0,0,0,3013.5,3227,3878,3864,1820,0,0,0,0,0,0,0,4245.5,3255,4714.5,3573.5,1746.5,0,0,0,0,0,0,0,2975,2502.5,1179.5,3521,1456,0,0,0
Ruckle Park,west,3766,3605,4865.1,5890.6,10744.6,11824.6,18671.2,17758.5,9238.9,6070.8,2950.5,2068.5,4546.5,4196.5,4369.3,5671,7748.2,9586,14309.6,17483.1,10109.5,5691.3,2760.6,3073,6027,3832.5,5028.1,7900.5,8568.5,8630.1,17443.1,19296.3,12428.3,5645.2,3654,3304,2568.4,3997,5771.1,6239.2,9583,11054.2,15112.5,19359.1,10852,5927.3,4167.6,3930.5,3808,3657.2,149.2,602.6,10210.2,12151.4,15189.7,20973.5,13064.4,6389,4149.8,4149.8,4297.7,5072.2,6802.7,7876.3,12941.3,13033.5,19044.5,21960.8,12954.8,7593.6,4839.6,4693.5,4610.9,5064.7,8686.2,9018.7,12644.3,14684.7,23077.1,23018,13662,7415.4,4934.8,4591.9,3976.5,4559.3,6883.5,9692.1,14623,14953.4,25996.4,27527.8,16614.4,9166.1,5204.7,4724.3,4855.6,5765.9,8100.2,10953.1,13582.2,15511,25219.6,27492,25908.5,9586.9,6052.5,4697.5,5433.9,5076.8,9687.5,11308.8,17155,20616.7,27523.2,31239.2,17044.9,9648.2,4595.2,0
Ryan Park,ok,0,0,0,0,4189.5,7458.5,10745,11200,8750,0,0,0,0,0,0,0,0,7458.5,10745,11200,8750,0,0,0,0,0,0,0,0,7458.5,10398.5,11200,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltery Bay Park,south,0,0,0,4420.5,6883.4,8867.4,14384.6,16385.8,5426.5,1484,1897,1606.5,1844.5,1869,3209.5,4231.5,5940.9,486.4,9450.5,18738.8,20788.5,1232,1780,1836.8,2165.4,2098.8,2230.2,5426.8,3697.2,4429.3,7751.9,11510,19573.8,3206,1781.5,1851.5,1466.5,2369.5,2439.5,5355,6398.6,13077.7,15296.2,18260.7,20649.4,3139.5,0,0,0,0,0,0,2574.5,7395.2,10742.7,9375.7,4116.9,0,0,0,0,0,0,9373,5781.4,10945.5,14107.2,8654.5,5324.3,3818.5,2481.5,2618,913.5,1232,1302,2345,8781.1,8931.8,10425.4,10343,4942.1,952,2560,2583,1892,2069,2177,3252,7465.1,7333,12374.3,16895.4,4832.2,4340,2492,2499,2870,2905,3052,4158,7951.7,7608.2,15947.8,16014.4,4198.1,3633,2709,2632,3034.5,3157,3286.5,4466,15372.6,7555.6,13300.9,12551.2,7879.2,4280.5,0,0
Sandwell Park,west,24,80,189,290,269,395,1204,1088,406,150,42,122,206,259,535.5,500,577.5,287,1340,1680,728,168,140,105,140,955,245,150,403,262,1386,1796,551,368,92,102,210,224,146,217,217,637,1890,854,217,81,91,413,350,266,287,655,232,819,2167,3518,714,539,1351,105,280,511,347,340,298,1092,840,606,560,328,0,56,74,74,172,249,347,354,599,378,186,238,46,21,88,91,189,291,1102.5,193,343,186,153,528.5,63,56,81,154,259,273,445,242,594,246,300,165,476,280,74,301,1166,1127,861,1036,1715,2131,823,221,122,0
Sargeant Bay Park,south,0,0,0,4504.5,10206,9635.5,9835,11256,7455,3979,3846,2866.5,3489.5,2954,4130,4361,7840,9240,9667,11280.5,0,3843,3780,2800,3762,3325,4112,1290,8032.5,9065,9625,11445,15750,8050,3566.5,5250,7245,5775,7035,9695,9023,9314,9709,11327,7735,3911,3731,2833,3626,3140,4121,4455.5,8693,9314,9709,11327,7549.5,4028.5,0,0,0,0,0,4455.5,8032.5,9065,9625,11445,16789.5,8589,9950.5,5250,2415,1925,1925,6202,8032.5,9065,9625,10986.5,7224,9240,9324,5236,2639,2170,2576,6447,8274,9254,10388,9653,9635.5,7626.5,5733,5229,2705.5,2187.5,2362.5,5740,6139,10370.5,10906,11350.5,8547,6867,6013,4753,2194.5,1886.5,2142,5351.5,7570.5,13527.5,11179,10437,8529.5,6261.5,0,0
Sasquatch Park,south,7889,7763,11865,18847.4,33919.4,29793.4,59985.6,50015.8,22898.2,11069.9,1463,5456.5,4945.5,4802,9352,15006.6,17730.8,30646.2,77419.7,64278.1,35290.4,13055,9527,5141.5,4249,4452,9933,17529.3,22865,27729,58875.9,62233.1,36601.9,8395.3,1200.5,1974,5068,5155.5,20456.8,17385.3,46905.9,39293,89277.4,66247,29552,11661.1,6307,3958.5,2751,3297.5,7723.5,9854.7,26294.3,34920.3,61491.1,68741.8,27034.7,10700.9,0,245,7080.5,6457.5,14361.3,19816,34351,52457.5,63239.3,52077.6,24668.5,11517.5,6678,3517.5,7710.5,12456.5,16727.2,27319.5,30535.3,40109.2,65782.9,64787.9,29907.3,12834.4,8199.8,3582.8,5089,5306,6982.5,19989.1,32831.5,42544.2,67654.6,60709.4,34289.2,15913.9,7044.4,6770.9,5060.7,8550.5,15243.4,19841.4,38737.3,35547.7,68831.7,40981.3,22535.6,16501.3,12054,6370.7,10209.5,5310.9,13768.7,24586.3,34971.6,41482.6,67730.1,61461.7,28859.6,16173.6,2816.8,0
Saysutshun (Newcastle Island Marine) Park,west,19.2,96,150.4,738.8,4892.6,8130.6,13191.2,12309.8,4770.2,978.8,22.4,51.2,112,25.6,64,318.4,916,1579.2,9810.2,4333.6,2109.6,877.2,137.6,115.2,35.2,12.8,86.4,1173.6,3275,4617.4,10142.2,10175.8,1088,6.4,6.4,0,0,57.6,0,361.6,2320.6,1014.4,9244,7186,330.2,0,0,0,204.8,435.2,236.8,550,756,5244.6,10235.8,12755.2,4584.2,487.2,12.8,25.6,0,0,0,1439.6,3505.2,6377,8361.2,10252.8,4767.4,950.8,44.8,48,3.2,12.8,102.4,327.2,9271.8,15652.2,18740,13479.2,2034.8,168.6,19.2,35.2,102.4,0,22.4,38.4,2158,3113.4,4929.8,4766.6,2374,793.6,91,338,0,351.2,772.8,1264.8,2076.8,9710.6,15556.4,6412.4,4097,1130,308.6,33.2,52.4,64.2,1061,1336.8,4760.4,8428.6,10175.4,14378,4266.8,734,823.2,100
Schoen Lake Park,west,0,0,0,0,0,176.8,273.8,181.6,116.6,0,0,0,0,0,0,0,0,80,135.6,161.8,113.2,0,0,0,0,0,0,0,0,166.4,140.8,320,0,0,0,0,0,0,0,0,0,147.2,348.8,297.6,128,0,0,0,0,0,0,0,0,163.2,355.2,598.4,121.6,0,0,0,0,0,0,0,0,137.6,384,233.6,108.8,0,0,0,0,0,0,0,0,57.6,115.2,355.2,38.4,0,0,0,0,0,0,0,48,38.4,368,268.8,83.2,0,0,0,0,0,0,0,0,147.2,339.2,358.4,211.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sechelt Inlets Marine Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeley Lake Park,north,0,1280,0,0,8094.1,10753.3,14822.6,14438.2,10002.9,0,0,0,0,0,0,0,6420.9,4548.1,6021,5692,2316.7,0,0,0,0,0,0,0,3577.3,3928.6,7120.3,6129.2,4569.8,0,0,0,0,0,0,0,4433.8,4478.2,6698.3,5392.6,4929.6,0,0,0,0,0,0,0,4277.6,5267.2,7188.6,13120.8,9283.8,0,0,0,0,0,0,0,3647.8,5168.5,6774.2,5554.4,2442.3,0,0,0,0,0,0,0,3743.3,2435.8,7035.2,8051.2,7980.1,0,0,0,0,0,0,0,3840.5,4245.6,6875.6,8787.2,6541,0,0,0,0,0,0,0,3576.7,2797.8,4296.7,2964.1,3168.1,0,0,0,0,0,0,0,3655.2,3132,6005,6564,5874,0,0,0
Seven Sisters Protected Area,north,0,0,0,0,150,142,104,75,71,0,0,0,0,0,0,0,77,82,90,138,206,95,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,43,156,66,184,163,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
