park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Moberly Lake Park,north,0,0,0,0,2831.5,8064,14213.5,9170,864.5,0,0,0,0,0,0,0,4270,4007.5,7136.5,6254.5,2201.5,0,0,0,0,0,0,0,9915.5,4389,10808,9922.5,756,0,0,0,0,0,0,0,3521,5296.5,8547,10990,731.5,0,0,0,0,0,0,0,4525.5,10563,9838.5,15736,0,0,0,0,0,0,0,0,3689,5656,9579.5,8074.5,1610,0,0,0,0,0,0,0,3899,3237.5,8722,3612,661.5,0,0,0,0,0,0,0,2789.5,6751.5,10927,11193,2436,0,0,0,0,0,0,0,3458,5960.5,6363,5412,483,0,0,0,0,0,0,0,3381,10633.5,6058.5,4298,931,0,0,0
Momich Lakes Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monashee Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monck Park,tc,0,0,0,0,934.5,2618,1452.5,714,2093,0,0,0,0,0,0,308,318.5,2429,3290,381.5,1753.5,0,0,0,0,0,0,290.5,4158,1526,3311,5372.5,1648.5,1347.5,0,0,0,0,0,745.5,1897,1379,2289,1060.5,1655.5,1092,0,0,0,0,0,756,2600.5,2194.5,6408.5,6667.5,0,0,0,0,0,0,0,0,5169.5,4753,4000.5,9590,3888.5,0,0,0,0,0,0,199.5,2282,11168.5,6380.5,12222,9229.5,0,0,0,0,0,0,0,2390.5,4819.5,5075,9285.5,2884,0,0,0,0,0,0,0,2842,2758,4147.5,10363.5,1932,0,0,0,0,0,0,0,2597,3097.5,4830,10115,2810.5,0,0,0
Monkman Park,north,0,0,0,0,203,4319,6566,10174.5,1148,0,0,0,0,0,0,0,0,3976,0,11126.5,819,0,0,0,0,0,0,0,0,5239.5,1589,1200.5,353.5,0,0,0,0,0,0,0,0,4673,4078,4496.5,1938,0,0,0,0,0,0,0,2053,8342.5,27585.5,19110,0,0,0,0,0,0,0,0,2100,6443.5,12551,9964.5,0,0,0,0,0,0,0,0,3692.5,2058,8934.5,4273.5,3552.5,5964,0,0,0,0,0,0,2595,9002,1998.5,3101.5,0,0,0,0,0,0,0,0,2421,2621.5,3495,3774,1951,0,0,0,0,0,0,0,2117.5,2817.5,3674,4509.5,2539.5,0,0,0
Montague Harbour Marine Park,west,2565.5,3720.5,3878,3780,5617.5,6503,10815,9551.5,4217.5,3384.5,2327.5,2058,2191,2947,3629.5,3745,3804.5,5379.5,8977.5,6359.5,5628,3629.5,2520,2191,2233,3146.5,3790.5,3759,6072.5,6363,13345.5,11168.5,6149.5,4452,3416,2950.5,2369.5,4123,4711,4448.5,5845,7581,9803.5,11473,5600,3829,2779,2852.5,5600,1505,3489.5,0,4886,4627,9103.5,10363.5,3741.5,3962,1158.5,1235.5,2422,2390.5,2684.5,5281.5,13664,9264.5,8673,12911.5,5901,4326,2604,2348.5,2534,2443,4273.5,6048,7003.5,6359.5,11487,9415,6940.5,4641,3461.5,3097.5,3265.5,3433.5,4833.5,4375,5729.5,8169,14248.5,11207,8018.5,4851,3416,4417,4459,2754.5,3930.5,5124,10234,11620,18490.5,19236,10549,7616,4889.5,4095,5362,4039,9415,7833,10447.5,13468,17713.5,20251,10101,7007,5523,0
Morden Colliery Historic Park,west,1319.5,987,3398.5,2289,917,2166.5,2940,2117.5,2345,2341.5,1207.5,1183,1435,2866.5,1998.5,2275,4480,1417.5,1561,2681,4238.5,808.5,1109.5,885.5,1109.5,1477,1148,679,1624,2292.5,2544.5,2509.5,1995,1193.5,1277.5,1883,1676.5,1683.5,4819.5,1746.5,2341.5,1960,2481.5,3122,2432.5,2583,1809.5,1494.5,2054.5,1466.5,1963.5,2590,3829,3132.5,2863,2551.5,2422,2828,1991.5,1662.5,1851.5,6594,2621.5,4067,6356,2460.5,1932,2684.5,2180.5,2394,1795.5,1760.5,1295,385,1963.5,2782.5,4546.5,2359,3048.5,3356.5,2478,2495.5,2040.5,1043,1666,3426.5,3111.5,2135,4000.5,3206,2579.5,3573.5,3388,2572.5,2404.5,157.5,1715,3272.5,2509.5,3031,3486,3500,3930.5,4574.5,1788.5,2397.5,1795.5,1487.5,1557.5,98,2016,1085,0,735,2887.5,3279.5,4056.5,2789.5,2674,0
Morton Lake Park,west,0,0,0,0,861,500.5,2464,1592.5,525,0,0,0,0,0,0,0,122.5,143.5,304.5,357,108.5,0,0,0,0,0,0,0,427,364,1403.5,1267,511,0,0,0,0,0,0,0,427,1687,3475.5,3206,577.5,0,0,0,0,0,0,0,997.5,847,1239,1256.5,430.5,0,0,0,0,0,0,0,997.5,997.5,1036,777,479.5,0,0,0,0,0,0,0,546,546,1214.5,1081.5,353.5,0,0,0,0,0,0,0,658,0,1099,1053.5,532,0,0,0,0,0,0,0,27,577.5,598.5,182,36,0,0,0,0,0,0,0,199,913.5,396,1361.5,304.5,0,0,0
Mount Assiniboine Park,ok,0,0,0,0,0,304,4540,5021,1239,145,0,0,0,0,0,0,0,106,4206,5957,2517,92,0,0,0,0,0,0,0,76,4364,6586,3377,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,6232,7270,2918,352,0,0,0,0,0,0,0,1650,8443,8078,3361,252,0,0,0,0,0,0,0,1817,12446,13187,4831,224,0,0,0,0,0,0,0,601,13342,10660,6378,0,0,0,0,0,0,0,0,1356,11410,10641,4857,0,0,0,0,0,0,0,0,1023,25847,28872,5608,0,0,0
Mount Edziza Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Erskine Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,165,113,39,186,277,105,5,7,4,6,4,135,159,263,641,322,281,26,5,6,6,5,124,169,172,240,245,233,223,124,13,2,0,0,41,131,158,273,176,145,173,65,12,0
Mount Fernie Park,ok,0,0,0,0,0,4063.5,5092.5,3556,1858.5,0,0,0,0,0,0,0,0,1750,7378,4245.5,1466.5,0,0,0,0,0,0,0,2163,2691.5,8711.5,3899,1662.5,0,0,0,0,0,0,0,1750,2142,4371.5,5460,2205,0,0,0,0,0,0,0,70,2985.5,5127.5,5750.5,2212,0,0,0,0,0,0,0,1277.5,2607.5,6069,5117,2103.5,0,0,0,0,0,0,0,1277.5,2579.5,13888,6580,4350.5,0,0,0,0,0,0,0,983.5,2723,17720.5,14367.5,2922.5,0,0,0,0,0,0,0,1179.5,7910,16737,10416,3164,0,0,0,0,0,0,0,0,2646,16114,10454.5,3479,0,0,0
Mount Maxwell Park,west,4375,283.5,1949.5,2072,3311,3542,6545,7017.5,5792.5,2173.5,3062.5,2905,1235.5,710.5,374.5,1802.5,2390.5,3265.5,5316.5,5967.5,2891,2145.5,745.5,784,801.5,1064,1596,1432,1949,129,4695,7850.5,5158,2017,990.5,383.5,523.5,1225,2168,1803,1534,3837.5,5908,7000.5,3741.5,2464,1865.5,1427,1006,857.5,625,2485,2585,3794,5284,6810.5,4065.5,1898.5,1237,1117.5,1073.5,1434,3408,3192,3076.5,4119.5,6195,6342,4263,2446.5,1274,864.5,1337,1645,1918,3391.5,3993.5,5064.5,6923,7941.5,6202,2471,1120,38.5,1137.5,175,2737,2404.5,3619,3965.5,8764,8221.5,3948,3521,980,693,784,1491,2551.5,2149,3129,8008,7010.5,7987,3559.5,2919,1813,469,1508.5,0,3262,3020.5,3374,4277,5215,6020,2936.5,2198,868,0
Mount Robson Park,north,0,0,0,0,22287.5,45826.5,41727,48555.5,34065.5,0,0,0,0,0,0,0,17405.5,39998,58187.5,60235,41538,0,0,0,0,0,0,0,12638.5,23135,44156,73636.5,34107.5,0,0,0,0,0,0,0,10073,39399.5,56532,41107.5,21955.5,0,0,0,0,0,0,0,11613,32368,59622.5,43137.5,20331.5,0,0,0,0,0,0,0,14444.5,28756,42595,49966,16516.5,0,0,0,0,0,0,0,10699.5,29519,56983.5,56007,15607,0,0,0,0,0,0,0,11903.5,32210.5,61474,62338.5,34461,3171,0,0,0,0,0,0,14567,42273,66528,71008,22195,0,0,0,0,0,0,0,38710,77290.5,105448,86856,70847,0,0,0
Mount Seymour Park,south,88900,68610.5,77542.5,56920.5,34667.5,33463.5,44121,34671,29494.5,29872.5,31748.5,155379,131841.5,114443,94402,54442.5,24675,29414,30943.5,41321,37621.5,34156.5,44191,130956,113620.5,123763.5,97240.5,39291,28262.5,28504,41597.5,36638,45066,32903.5,30303,138820.5,135828,126787.5,102644.5,43921.5,30145.5,38167.5,44124.5,41083,33621,42815.5,32627,55412,100590,126518,98112,46952.5,29442,40988.5,42238,48293,50543.5,30233,35308,45801,80633,31111.5,31685.5,34926.5,50333.5,51299.5,50529.5,54120.5,50120,39809,51401,151221,161787.5,113974,87920,46938.5,43862,48433,60053,68957,46735.5,33516,36008,163520,163135,122601.5,96890.5,48065.5,35119,45251.5,60413.5,52787,50344,34500,34237,160867,153076,142005.5,129930.5,46375,42003.5,44352,59192,57515.5,49213.5,34520,40845,130266.5,187957,157325,140028,45010,40943,58691.5,76958,61782,47509,37663.5,36575,0
Moyie Lake Park,ok,0,0,0,0,10132.5,9985.5,18609.5,13100.5,7598.5,0,0,0,0,0,0,0,3930.5,8967,17286.5,19166,9030,0,0,0,0,0,0,0,4298,6398,21332.5,27342,10279.5,0,0,0,0,0,0,0,8463,0,20258,18574.5,9604,0,0,0,0,0,0,0,8113,11704,32161.5,28798,8942.5,0,0,0,0,0,0,0,10850,17556,30369.5,30989,8771,0,0,0,0,0,0,0,10990,15564.5,30457,34559,10517.5,0,0,0,0,0,0,0,9985.5,12365.5,30996,31447.5,3230.5,0,0,0,0,0,0,0,10608.5,13783,38762.5,38745,9688,0,0,0,0,0,0,0,10528,12526.5,19383,34916,9716,0,0,0
Muncho Lake Park,north,0,0,0,0,1767.5,7364,7763,7717.5,1407,0,0,0,0,0,0,0,2380,6447,11963,10685.5,2096.5,0,0,0,0,0,0,0,5208,7171.5,6982.5,7178.5,276.5,0,0,0,0,0,0,0,3027.5,4739,9509.5,6345.5,1291.5,0,0,0,0,0,0,0,2856,7175,9919,8984.5,994,0,0,0,0,0,0,0,2327.5,6933.5,5799.5,4840.5,1641.5,0,0,0,0,0,0,0,4298,6559,8522.5,6821.5,2649.5,0,0,0,0,0,0,0,4805.5,6216,7360.5,6681.5,178.5,0,0,0,0,0,0,0,3482.5,5708.5,8337,7115.5,1015,0,0,0,0,0,0,0,4200,7245,8004.5,5516,668.5,0,0,0
Murrin Park,south,3038,4042.5,7976.5,14154,10269,7770,12208,10052,15239,12155.5,6510,4963,2929.5,4410,8736,8463,14633.5,6867,13240.5,7371,9870,10069.5,9320.5,7525,0,0,0,12050.5,18074,15120,26649,29533,18469.5,13898.5,12694.5,11151,11557,8666,13104,12985,18067,20107.5,27023.5,21661.5,15386,12866,11305,9506,10003,9464,13104,14094.5,17307.5,23205,33397,37828,23432.5,26134.5,11105.5,9394,11168.5,8634.5,12589.5,13041,17815,19477.5,29260,34128.5,26414.5,19274.5,28913.5,13713,14532,16849,22060.5,13373.5,17727.5,20930,30131.5,43442,26572,20905.5,17290,633.5,0,12523,16866.5,23649.5,38766,47491.5,72362.5,38465,25473,22102.5,14283.5,11553.5,12848.5,15547,17171,16373,42192.5,37548,58936.5,47078.5,23135,16488.5,13776,17829,10066,9779,19229,19435.5,32571,35353.5,51674,48898.5,25060,19831,0,0
Myra - Bellevue Park,ok,0,0,0,5281.5,11837,14077,15204,19901,12229,9796.5,0,0,0,0,0,0,11420.5,19421.5,25679.5,26834.5,18816,12852,0,0,0,0,0,7213.5,14437.5,14017.5,18431,24640,19523,9450,0,0,0,0,1137.5,7031.5,13541.5,16422,22263.5,28864.5,13545,9439.5,0,0,0,0,0,6559,18417,18396,22781.5,31153.5,20695.5,6653.5,0,0,0,0,0,12876.5,22767.5,19110,31265.5,31892,27160,17766,0,0,0,0,0,10948,24874.5,24118.5,36498,35122.5,27496,19246.5,14483,0,0,0,0,9964.5,23176.5,29494.5,31699.5,34594,24906,17923.5,0,0,0,0,0,4977,30278.5,24192,36109.5,43095.5,26474,18347,15673,0,0,0,0,17167.5,28801.5,31430,42353.5,39165,25970,18504.5,0,0
Nahatlatch Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naikoon Park,west,5474,4760,6048,7836.5,7682.5,15022,19481,20258,13874,6692,5698,5442.5,5169.5,4312,4217.5,6258,6954.5,11203.5,21287,18921,12831,12831,0,5628,6048,4525.5,6006,8134,10601.5,12659.5,18938.5,23369.5,11462.5,7038.5,5316.5,4938.5,7899.5,7483,8225,8256.5,8753.5,16277.5,19319.5,24599,13358,9187.5,8802.5,9093,7000,5824,6142.5,7500.5,9296,15319.5,25847.5,25165,14276.5,12369,12407.5,11970,10388,9828,13576.5,10850,10293.5,14822.5,21941.5,21329,11602.5,7903,10717,8372,9705.5,9520,11469.5,13090,16996,17986.5,28073.5,17437,16964.5,8211,7871.5,10444,7227.5,7157.5,6023.5,12460,14357,18956,28679,25477,15374.5,9632.5,13261.5,8738.5,6403.5,6387,8169,7821,12790.5,13189,27916,28528.5,14871.5,7138.5,9391.5,9013.5,7038.5,7909,11172.5,9128,12435,26204,22225,26257,14724.5,9971.5,0,0
Nairn Falls Park,south,0,0,0,4070.5,10850,14885.5,22067.5,24718,17233,5250,4364.5,0,0,0,0,0,12218.5,19789,28770,30030,20835.5,9306.5,1340.5,0,0,0,0,0,13961.5,17489.5,25630.5,27615,20342,9128,3034.5,0,0,0,0,0,13685,18473,32935,26575.5,20972,9775.5,2913,0,0,0,0,0,12456.5,19596.5,23880.5,28091,22004.5,10535,0,0,0,0,0,0,12313,16877,24440.5,27953.5,20596.5,0,0,0,0,0,0,0,17699.5,16373,28458.5,32406.5,23338,0,0,0,0,0,0,0,13545,12551,33659.5,32473,28707,0,0,0,0,0,0,0,17017,16544.5,21899.5,22400,20100.5,0,0,0,0,0,0,0,13800.5,19372.5,15918,21000,19082,0,0,0
Nancy Greene Park,ok,0,0,0,0,0,1711.5,5019,7742,2446.5,0,0,0,0,0,0,0,0,3850,9334.5,9418.5,3405.5,0,0,0,0,0,0,0,0,2842,9201.5,11158,1260,0,0,0,0,0,0,0,0,0,0,0,1620.5,0,0,0,0,0,0,0,0,3633,10766,9201.5,2775.5,0,0,0,0,0,0,0,2387,3811.5,9754.5,9926,1883,0,0,0,0,0,0,0,1841,3643.5,6702.5,9807,2828,0,0,0,0,0,0,0,1753.5,6916,9156,7826,3741.5,0,0,0,0,0,0,0,1375.5,3689,7973,5862.5,3657.5,0,0,0,0,0,0,0,2376.5,3608.5,7283.5,7616,3318,0,0,0
Nicolum River Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niskonlith Lake Park,tc,0,0,0,0,2348.5,2310,4263,2775.5,801.5,0,0,0,0,0,0,0,1190,2513,4560.5,4963,1533,0,0,0,0,0,0,0,1960,2635.5,6737.5,5204.5,2044,0,0,0,0,0,0,0,3874.5,3433.5,6258,4560.5,1015,0,0,0,0,0,0,0,2460.5,2303,6125,5274.5,917,0,0,0,0,0,0,0,2814,4707.5,5523,4952.5,1652,0,0,0,0,0,0,0,1848,3129,5400.5,5400.5,777,0,0,0,0,0,0,0,3258.5,4098.5,5771.5,4532.5,1095.5,0,0,0,0,0,0,0,2607.5,3335.5,6363,3752,959,0,0,0,0,0,0,0,2481.5,3157,4991,5915,1144.5,0,0,0
Norbury Lake Park,ok,0,0,0,0,0,0,5995.5,7192.5,3811.5,0,0,0,0,0,0,0,3584,5022.5,20149.5,5348,5670,0,0,0,0,0,0,0,1557.5,4452,7371,8022,4651.5,0,0,0,0,0,0,0,2821,5456.5,0,0,4224.5,0,0,0,0,0,0,0,8813,5813.5,12666.5,7707,2600.5,0,0,0,0,0,0,0,8267,12372.5,10332,7630,3549,0,0,0,0,0,0,0,4214,7805,7836.5,8792,4298,0,0,0,0,0,0,0,7098,8690.5,10279.5,8043,3482.5,0,0,0,0,0,0,0,6527.5,5456.5,11721.5,8155,3566.5,0,0,0,0,0,0,0,4966.5,7423.5,12162.5,12792.5,7749,0,0,0
North Thompson River Park,tc,1771,1242.5,630,878.5,3328.5,4445,1186.5,1610,2089.5,644,448,906.5,374.5,350,560,875,3993.5,3073,7864.5,7752.5,0,1438.5,840,924,854,903,987,1886.5,5103,6902,10762.5,12848.5,7910,1515.5,952,1039.5,0,969.5,1214.5,2033.5,4907,5575.5,12194,14189,7304.5,1900.5,805,945,0,2383.5,3052,2593.5,3990,9926,7735,8214.5,4277,1046.5,1067.5,738.5,850.5,581,493.5,4280.5,4945.5,8785,14742,18578,5680.5,1998.5,934.5,1526,1113,738.5,395.5,1543.5,5880,12253.5,20524,21021,11441.5,2653,1795.5,3216.5,0,0,0,0,6142.5,12488,14203,19082,13205.5,0,0,0,0,0,0,0,6464.5,15043,15529.5,18935,11875.5,0,0,0,0,0,0,0,5764.5,13261.5,16751,19680.5,12173,0,0,0
Octopus Islands Marine Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okanagan Lake Park,ok,0,0,10552.5,7665,11189.5,18644.5,34338.5,34835.5,11151,2702,0,0,0,0,2271.5,5134.5,10181.5,20912.5,47201,36235.5,21987,3255,0,0,0,0,483,5453,12673.5,15312.5,33418,40113.5,17822,1792,0,0,0,0,1305.5,4700.5,11049.5,16387,28899.5,33376,15190,1715,0,0,0,0,2922.5,6135.5,10360,31668,29491,30740.5,17678.5,3433.5,0,0,0,0,1260,5404,12936,21241.5,36018.5,36347.5,20583.5,3577,15295,0,0,0,4056.5,8155,13534.5,12733,32994.5,31160.5,17654,2219,0,0,0,0,199.5,6037.5,10689,20986,28234.5,30681,12036.5,2131.5,0,0,0,0,427,5719,11532.5,18238.5,33302.5,24860.5,16474.5,1806,0,0,0,0,980,6205.5,9485,19456.5,29442,33425,16565.5,2716,0,0
Okanagan Mountain Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,168,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okeover Arm Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,161,238,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Island Lake Park,north,0,0,0,0,0,4046,3727.5,2880.5,1886.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8088.5,7080.5,4588.5,0,0,0,0,0,0,0,0,0,4196.5,4168.5,2100,0,0,0,0,0,0,0,3517.5,4756.5,3671.5,2891,2033.5,0,0,0
Otter Lake Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paarens Beach Park,north,0,0,0,0,2698.5,4655,9985.5,7574,861,0,0,0,0,0,0,0,1494.5,2464,6807.5,7339.5,577.5,0,0,0,0,0,0,0,140,4896.5,7406,7287,280,0,0,0,0,0,0,0,1368.5,7430.5,9380,14231,840,0,0,0,0,0,0,0,1281,6916,12057.5,11441.5,2443,0,0,0,0,0,0,0,1414,5134.5,12096,6121.5,3899,0,0,0,0,0,0,0,2443,6041,10244.5,7161,906.5,0,0,0,0,0,0,0,3332,5397,6762,6940.5,4403,0,0,0,0,0,0,0,1883,5425,9247,9698.5,4837,0,0,0,0,0,0,0,2306.5,4441.5,7343,6415.5,1298.5,0,0,0
Paul Lake Park,tc,0,0,0,0,8337,12519.5,20394.5,15844.5,5572,3034.5,0,0,0,0,0,0,8207.5,12358.5,18424,22025.5,10157,3129,0,0,0,0,0,0,10192,9488.5,27160,21836.5,9495.5,2215.5,0,0,0,0,0,0,10062.5,13415.5,24780,15473.5,8060.5,2922.5,0,0,0,0,0,0,8627.5,16376.5,25130,19456.5,6664,3528,0,0,0,0,0,0,7112,19712,20247.5,19428.5,7707,0,0,0,0,0,0,0,12257,16845.5,21542.5,22207.5,7707,3006.5,0,0,0,0,0,0,15291.5,18448.5,24556,15218,8687,2943.5,0,0,0,0,0,0,18938.5,15816.5,23999.5,15319.5,7315,0,0,0,0,0,0,0,13863.5,16628.5,20979,19880,8823.5,0,0,0
Peace Arch Park,south,3772,5981,6595.5,8905,10826,13789.5,20082,16435,10011.5,7861,4721,3676,3613,2390.5,3535,8226,10259,13814,19833.5,16063,13848,7543,4770,3412,2576,2240,5087.5,14766,17017,19308.5,30213,24402.5,18212.5,12283,6454.5,5929.5,5320,4422,10928,11047,17429,22641.5,42414,29454,17175,12858.5,8197.5,7813.5,6733,7339.5,9486.5,13645.5,17812,23055.5,34214.5,35257.5,19616,12765,7443,6823.5,5271,7563.5,10366.5,14581.5,23247,25810,33987,30850.5,20185,12784.5,7634,5274.5,6384,7853,13239.5,18429.5,22023.5,25855,39008,34220.5,21149.5,14271.5,9813.5,5819,7249.5,8676.5,9642,16567,23278,27242,43372,38628,23499.5,18323,8687,8668,7878,9467,14137.5,16215,28215.5,29056,43536,38061,23198,18474,10555.5,8871.5,9440,8563,23979.5,24817,27206,36573,40907.5,40812.5,25779,17427.5,12553.5,0
Petroglyph Park,west,1942.5,2320.5,2247,2005.5,2898,3171,3402,2254,3577,5750.5,1872.5,2023,2131.5,2236.5,1641.5,1109.5,2292.5,2838.5,3605,5740,3741.5,3101,2299.5,2299.5,2299.5,3080,3699.5,1193.5,5071.5,3895.5,5026,5372.5,3927,3300.5,2348.5,2215.5,2590,2649.5,3706.5,4119.5,3566.5,3685.5,5330.5,5239.5,4301.5,675.5,2173.5,1400,3045,2369.5,2534,3923.5,3843,4924.5,5824,29379,2026.5,2359,3619,3024,3426.5,3899,2548,5974.5,3535,4168.5,3458,6643,5859,4445,0,3055.5,2723,1659,5925.5,4508,3647,4259.5,4868.5,6923,5726,3535,3486,2492,4102,3437,4137,3720.5,5456.5,6713,6373.5,6247.5,6853,3444,3090.5,1018.5,2660,5726,3755.5,4238.5,5736.5,5047,8281,8372,5684,5057.5,10972.5,2187.5,1442,479.5,1067.5,1284.5,413,4987.5,6506.5,6086.5,6086.5,3444,9863,0
